f;t;count;st_astext
11470;13077;1;LINESTRING(674623.823999814 6579711.16799367,678934.088999726 6578607.7749923)
15005;13250;1;LINESTRING(674803.83099981 6579935.31199362,678048.066999746 6578613.8179926)
13240;14636;1;LINESTRING(677695.978999754 6578490.66199272,676143.353999785 6579303.06299321)
11580;10912;1;LINESTRING(673057.085999842 6579215.27299413,668648.571999904 6581423.50699523)
11940;11622;1;LINESTRING(674412.077999806 6586378.52199365,673966.948999822 6581525.91699384)
12180;11243;1;LINESTRING(671739.716999855 6584635.62999442,668414.983999897 6588881.41599521)
1103;11015;1;LINESTRING(674145.534999824 6578585.55799383,667324.121999917 6583914.0379955)
17339;11639;1;LINESTRING(665449.061999938 6583388.40899591,673772.884999826 6581719.5339939)
11319;16464;1;LINESTRING(667350.704999909 6590342.26599544,665130.446999927 6597340.18099585)
11498;11483;1;LINESTRING(674186.919999822 6579378.9309938,673563.78299983 6581082.44799396)
16042;11531;1;LINESTRING(670130.466999888 6577820.05999491,673884.632999822 6582419.77399386)
11426;11586;1;LINESTRING(672825.51399984 6583041.76799415,672245.234999856 6578315.48499436)
12138;15780;1;LINESTRING(671809.43699986 6580830.87499445,671352.502999877 6573257.61399465)
11488;15988;1;LINESTRING(672467.784999845 6583581.91799424,673562.185999843 6572861.42599406)
11651;12371;1;LINESTRING(672194.158999852 6581738.90599433,671961.713999849 6586235.34799435)
3328;11573;1;LINESTRING(682172.539999642 6578923.18199108,674588.566999817 6578349.9619937)
12037;16910;1;LINESTRING(669758.433999887 6582760.72799495,664350.177999947 6586014.63899611)
12180;11521;1;LINESTRING(671739.716999855 6584635.62999442,674548.197999814 6580094.18999369)
15084;13217;1;LINESTRING(674901.847999809 6579713.69499359,679389.141999715 6578425.08799214)
12025;14572;1;LINESTRING(671452.43499986 6584424.1209945,675830.427999785 6582947.26299326)
13250;14929;1;LINESTRING(678048.066999746 6578613.8179926,674715.936999812 6579721.28199364)
13250;14637;1;LINESTRING(678048.066999746 6578613.8179926,676032.117999787 6579255.29899325)
16991;12169;1;LINESTRING(665080.994999908 6615642.86599571,671692.356999855 6585340.23099443)
13648;11432;1;LINESTRING(681353.759999656 6582472.44299134,672447.596999845 6583370.70799425)
16965;11213;1;LINESTRING(665478.857999903 6615535.21899562,667173.817999915 6587034.21199551)
11573;12035;1;LINESTRING(674588.566999817 6578349.9619937,672003.445999855 6581872.57299438)
16996;7628;1;LINESTRING(665496.272999903 6615449.44599562,663541.05299993 6610330.58299607)
9486;14799;1;LINESTRING(671656.129999876 6570557.7339946,675042.531999808 6578656.40999356)
16401;11216;1;LINESTRING(665797.973999925 6592311.10199576,669066.03999989 6588223.56299506)
11426;79;1;LINESTRING(672825.51399984 6583041.76799415,675109.831999805 6579126.14899354)
15397;14767;1;LINESTRING(676662.491999785 6573269.88899313,675278.126999803 6578418.30199349)
10913;14999;1;LINESTRING(667938.312999912 6581330.91799539,674849.124999809 6579621.41099361)
15002;13250;1;LINESTRING(674668.14399981 6581500.41499363,678048.066999746 6578613.8179926)
11015;12239;1;LINESTRING(667324.121999917 6583914.0379955,671864.589999851 6586205.67599437)
14870;12128;1;LINESTRING(674967.236999808 6578929.45399358,671774.760999855 6584445.39599442)
11417;12055;1;LINESTRING(672507.926999845 6582825.54299424,669875.083999879 6587512.34599487)
15342;12035;1;LINESTRING(675290.698999805 6577420.5139935,672003.445999855 6581872.57299438)
11563;15177;1;LINESTRING(674501.674999815 6580158.6159937,682119.898999659 6572213.96499122)
15084;11491;1;LINESTRING(674901.847999809 6579713.69499359,673536.444999831 6580747.82899397)
11488;11216;1;LINESTRING(672467.784999845 6583581.91799424,669066.03999989 6588223.56299506)
16028;15305;1;LINESTRING(672352.753999856 6577353.04899434,676847.042999773 6578063.85899301)
15076;9472;1;LINESTRING(675044.228999808 6578268.49199357,671664.874999874 6572024.59899458)
11470;13271;1;LINESTRING(674623.823999814 6579711.16799367,679931.163999701 6579035.55799193)
15305;15033;1;LINESTRING(676847.042999773 6578063.85899301,674830.231999808 6580603.5239936)
10942;11226;1;LINESTRING(668207.962999907 6583233.86299531,668311.224999899 6588457.22299524)
15128;14641;1;LINESTRING(675346.611999804 6577427.79099349,676294.632999779 6581277.33899314)
11563;14439;1;LINESTRING(674501.674999815 6580158.6159937,676357.202999781 6579110.10899315)
11472;11895;1;LINESTRING(673317.677999832 6582975.77399401,672238.836999841 6588572.82099424)
11601;10942;1;LINESTRING(672823.531999842 6581844.01299416,668207.962999907 6583233.86299531)
15325;14968;1;LINESTRING(677423.235999761 6578026.04399282,674756.140999808 6581499.48199361)
11470;9761;1;LINESTRING(674623.823999814 6579711.16799367,678957.41699975 6566325.25799248)
15076;12180;1;LINESTRING(675044.228999808 6578268.49199357,671739.716999855 6584635.62999442)
13068;12919;1;LINESTRING(669823.778999868 6596491.34399479,666922.729999902 6600713.30399544)
11563;15118;1;LINESTRING(674501.674999815 6580158.6159937,677178.711999765 6578406.82099289)
11567;6592;1;LINESTRING(674348.955999815 6582015.46499372,663647.211999955 6584206.43499625)
13250;11495;1;LINESTRING(678048.066999746 6578613.8179926,674352.025999816 6581101.65099373)
16744;17147;1;LINESTRING(665470.785999919 6601120.61299575,665736.972999926 6591775.95399578)
15342;9850;1;LINESTRING(675290.698999805 6577420.5139935,678814.397999748 6568539.6799925)
15641;11580;1;LINESTRING(677389.119999765 6576347.19599286,673057.085999842 6579215.27299413)
11008;11504;1;LINESTRING(668069.381999909 6582974.22799535,674440.951999815 6580693.79399371)
11503;11048;1;LINESTRING(674338.754999817 6580876.52599374,669263.988999896 6580947.04199508)
11470;15463;1;LINESTRING(674623.823999814 6579711.16799367,676210.170999792 6574314.24599326)
15827;12030;1;LINESTRING(669553.880999898 6576720.26199506,671174.513999864 6584801.52699457)
18098;6331;1;LINESTRING(644630.710000037 6603922.53799863,646420.752000034 6601486.51099848)
15393;15767;1;LINESTRING(676582.062999779 6577663.2129931,670358.566999888 6575496.20999487)
14999;11483;1;LINESTRING(674849.124999809 6579621.41099361,673563.78299983 6581082.44799396)
11015;15034;1;LINESTRING(667324.121999917 6583914.0379955,675348.561999797 6581580.64499343)
11537;15953;1;LINESTRING(673364.724999832 6582460.468994,672183.369999862 6574909.39999441)
13250;13422;1;LINESTRING(678048.066999746 6578613.8179926,683835.023999592 6579444.77699039)
6888;6930;1;LINESTRING(662165.917999964 6589409.06999649,659451.421999979 6596258.96199691)
19461;12037;1;LINESTRING(693095.159999222 6580917.73098564,669758.433999887 6582760.72799495)
11436;16923;1;LINESTRING(672778.78799984 6583309.23099416,666294.882999922 6590342.46499567)
11216;11488;1;LINESTRING(669066.03999989 6588223.56299506,672467.784999845 6583581.91799424)
16401;16736;1;LINESTRING(665797.973999925 6592311.10199576,665286.381999924 6598024.91099582)
15032;12030;1;LINESTRING(674810.332999808 6580781.2539936,671174.513999864 6584801.52699457)
15076;12035;1;LINESTRING(675044.228999808 6578268.49199357,672003.445999855 6581872.57299438)
11437;11216;1;LINESTRING(672716.021999841 6583507.43799417,669066.03999989 6588223.56299506)
11470;15397;1;LINESTRING(674623.823999814 6579711.16799367,676662.491999785 6573269.88899313)
15183;12199;1;LINESTRING(675354.472999805 6576840.48099349,671207.89999987 6580160.02099461)
15305;16023;1;LINESTRING(676847.042999773 6578063.85899301,672897.277999848 6577054.6909942)
12180;13469;1;LINESTRING(671739.716999855 6584635.62999442,683181.620999611 6579451.86199066)
11440;16958;1;LINESTRING(672893.941999839 6582799.70899413,664765.707999913 6613664.87799579)
11470;15446;1;LINESTRING(674623.823999814 6579711.16799367,676696.030999785 6573111.31999313)
16744;7609;1;LINESTRING(665470.785999919 6601120.61299575,663575.086999929 6611726.74999605)
11611;11030;1;LINESTRING(674097.415999821 6580742.62499381,667395.011999921 6579774.10199553)
14929;15499;1;LINESTRING(674715.936999812 6579721.28199364,676280.534999791 6574593.05399324)
16707;7609;1;LINESTRING(665532.953999921 6599148.70799576,663575.086999929 6611726.74999605)
12169;11194;1;LINESTRING(671692.356999855 6585340.23099443,667507.06199991 6588186.52799542)
11470;11580;1;LINESTRING(674623.823999814 6579711.16799367,673057.085999842 6579215.27299413)
15076;14588;1;LINESTRING(675044.228999808 6578268.49199357,674901.847999808 6579705.53699359)
16021;11608;1;LINESTRING(672529.287999853 6577251.16499429,673178.778999837 6580931.46599407)
16377;12208;1;LINESTRING(664966.523999943 6583501.542996,670215.438999883 6581020.55499485)
17339;12208;1;LINESTRING(665449.061999938 6583388.40899591,670215.438999883 6581020.55499485)
16991;13184;1;LINESTRING(665080.994999908 6615642.86599571,677483.301999759 6578447.0039928)
11500;11483;1;LINESTRING(674610.34099981 6582124.61399365,673563.78299983 6581082.44799396)
14998;12025;1;LINESTRING(675282.292999799 6581025.93199346,671452.43499986 6584424.1209945)
15965;15343;1;LINESTRING(672738.82499985 6577001.28099424,669103.621999908 6573299.3849952)
11611;15580;1;LINESTRING(674097.415999821 6580742.62499381,675777.510999797 6576500.23399337)
12044;11314;1;LINESTRING(669734.496999886 6583796.96099494,668854.469999891 6589412.6539951)
13161;12024;1;LINESTRING(677615.663999744 6584858.75599265,671342.712999861 6584423.15299453)
15026;12336;1;LINESTRING(675423.986999795 6581833.5179934,670496.108999875 6584180.42799475)
16991;7587;1;LINESTRING(665080.994999908 6615642.86599571,663383.286999931 6611054.5389961)
15406;15355;1;LINESTRING(676242.240999788 6576352.30899323,684179.1489996 6572293.02599038)
15339;11409;1;LINESTRING(672780.75499985 6576870.92499423,672674.211999842 6583149.78999419)
15005;11483;1;LINESTRING(674803.83099981 6579935.31199362,673563.78299983 6581082.44799396)
11448;10915;1;LINESTRING(672662.697999849 6579087.51699424,668413.130999906 6581834.58499528)
11648;10908;1;LINESTRING(673637.906999828 6581698.90299393,668836.442999901 6581138.04899518)
15620;15513;1;LINESTRING(680477.75799969 6577658.39199175,684496.210999577 6577054.14599015)
16401;13017;1;LINESTRING(665797.973999925 6592311.10199576,669851.473999867 6596731.18699478)
15084;15323;1;LINESTRING(674901.847999809 6579713.69499359,677135.648999767 6577859.72599292)
12224;12137;1;LINESTRING(670748.149999869 6585844.70499467,671703.468999861 6580858.48999448)
16645;15088;1;LINESTRING(665827.051999945 6573619.66799591,674703.241999809 6581264.87899363)
15029;16023;1;LINESTRING(677246.970999764 6578229.67599288,672897.277999848 6577054.6909942)
11504;17147;1;LINESTRING(674440.951999815 6580693.79399371,665736.972999926 6591775.95399578)
16654;16059;1;LINESTRING(666480.53599994 6571504.93999579,669759.347999894 6577215.666995)
14637;13267;1;LINESTRING(676032.117999787 6579255.29899325,677482.338999758 6579052.89599279)
14439;14637;1;LINESTRING(676357.202999781 6579110.10899315,676032.117999787 6579255.29899325)
16966;7424;1;LINESTRING(664889.730999912 6613825.85699577,663900.843999933 6604474.97499605)
11440;12055;1;LINESTRING(672893.941999839 6582799.70899413,669875.083999879 6587512.34599487)
12101;16991;1;LINESTRING(671849.897999857 6582219.15599442,665080.994999908 6615642.86599571)
10913;12150;1;LINESTRING(667938.312999912 6581330.91799539,671365.75999986 6585310.87799451)
11487;14636;1;LINESTRING(672380.646999848 6582604.02299427,676143.353999785 6579303.06299321)
6837;15046;1;LINESTRING(662148.369999968 6584545.21399653,674731.111999808 6581502.17799362)
11436;16924;1;LINESTRING(672778.78799984 6583309.23099416,666531.666999919 6590171.36499562)
11620;11552;1;LINESTRING(673303.803999836 6580391.06899405,673229.295999835 6581404.00099405)
14768;12030;1;LINESTRING(675759.164999793 6579090.01999334,671174.513999864 6584801.52699457)
12239;16779;1;LINESTRING(671864.589999851 6586205.67599437,666619.478999918 6590113.4399956)
15936;1278;1;LINESTRING(673959.94999983 6576468.65499391,673213.644999837 6581065.86599406)
9649;3842;1;LINESTRING(679240.241999756 6559700.21499248,674892.441999816 6575032.17799365)
15084;13254;1;LINESTRING(674901.847999809 6579713.69499359,677499.487999758 6578768.24799278)
16996;7624;1;LINESTRING(665496.272999903 6615449.44599562,663487.630999931 6610746.86099608)
14929;11552;1;LINESTRING(674715.936999812 6579721.28199364,673229.295999835 6581404.00099405)
9759;10284;1;LINESTRING(678890.571999751 6566457.9279925,680467.521999725 6561129.33099203)
15084;14646;1;LINESTRING(674901.847999809 6579713.69499359,677041.15499976 6582602.98699288)
7350;17098;1;LINESTRING(663792.312999931 6607554.66799604,665545.70399992 6599787.25199575)
11528;14874;1;LINESTRING(672839.372999841 6582414.11199415,675124.590999806 6578361.45199354)
7350;17299;1;LINESTRING(663792.312999931 6607554.66799604,664819.058999912 6613964.47399578)
15354;12404;1;LINESTRING(675452.646999802 6577712.52899345,671312.360999866 6581402.84299457)
11474;12024;1;LINESTRING(672917.181999842 6580695.33599415,671342.712999861 6584423.15299453)
120;14439;1;LINESTRING(674777.80599981 6579978.98999362,676357.202999781 6579110.10899315)
9232;14375;1;LINESTRING(672499.925999862 6571854.23399436,676446.447999772 6583317.99699306)
16991;7624;1;LINESTRING(665080.994999908 6615642.86599571,663487.630999931 6610746.86099608)
13231;15088;1;LINESTRING(678978.086999715 6583429.32399221,674703.241999809 6581264.87899363)
16991;11461;1;LINESTRING(665080.994999908 6615642.86599571,673016.275999838 6582171.15299411)
15990;16090;1;LINESTRING(672543.283999859 6572929.08099434,671360.666999871 6577827.9559946)
19370;19339;1;LINESTRING(693901.259999167 6584510.99198504,694441.930999134 6585563.39598467)
15994;11470;1;LINESTRING(673875.182999837 6573291.14499397,674623.823999814 6579711.16799367)
6842;6448;1;LINESTRING(662628.094999964 6584952.95599644,658394.988999986 6596323.60799707)
11448;16450;1;LINESTRING(672662.697999849 6579087.51699424,665909.253999943 6574510.50999589)
12180;16401;1;LINESTRING(671739.716999855 6584635.62999442,665797.973999925 6592311.10199576)
11488;11219;1;LINESTRING(672467.784999845 6583581.91799424,668779.268999893 6588398.04299513)
15020;17262;1;LINESTRING(675843.206999787 6581417.66399328,664831.995999948 6580141.99499606)
14870;12024;1;LINESTRING(674967.236999808 6578929.45399358,671342.712999861 6584423.15299453)
15026;11195;1;LINESTRING(675423.986999795 6581833.5179934,666996.622999918 6586305.63299555)
11495;12055;1;LINESTRING(674352.025999816 6581101.65099373,669875.083999879 6587512.34599487)
16101;12302;1;LINESTRING(673222.713999849 6572884.31399416,670867.962999876 6579048.78699471)
13219;14636;1;LINESTRING(677644.355999754 6579080.35399273,676143.353999785 6579303.06299321)
16784;7587;1;LINESTRING(665364.611999904 6615742.29499565,663383.286999931 6611054.5389961)
17145;16731;1;LINESTRING(666664.077999917 6590197.46599559,665004.011999931 6594813.5409959)
14439;14590;1;LINESTRING(676357.202999781 6579110.10899315,676357.811999781 6579111.26699315)
11436;17036;1;LINESTRING(672778.78799984 6583309.23099416,665808.877999925 6592215.74999576)
11608;12309;1;LINESTRING(673178.778999837 6580931.46599407,669972.566999889 6578969.95599493)
12381;11216;1;LINESTRING(671188.833999869 6580582.41899461,669066.03999989 6588223.56299506)
12383;15033;1;LINESTRING(670632.822999879 6579682.83399476,674830.231999808 6580603.5239936)
14590;15030;1;LINESTRING(676357.811999781 6579111.26699315,677206.584999765 6578406.65899289)
13186;14929;1;LINESTRING(677955.590999747 6579129.11599263,674715.936999812 6579721.28199364)
14968;13180;1;LINESTRING(674756.140999808 6581499.48199361,678271.00599973 6583981.66999244)
10165;15396;1;LINESTRING(682605.958999651 6569808.36399107,676592.461999786 6573582.99099315)
11441;12356;1;LINESTRING(673722.843999824 6583075.20699389,670885.976999862 6589095.3349946)
11440;13257;1;LINESTRING(672893.941999839 6582799.70899413,679101.440999711 6584058.71999215)
9360;16082;1;LINESTRING(671406.937999879 6571568.55199465,669493.832999897 6577695.37099506)
11622;7563;1;LINESTRING(673966.948999822 6581525.91699384,663765.18499993 6608700.58999604)
15183;15046;1;LINESTRING(675354.472999805 6576840.48099349,674731.111999808 6581502.17799362)
13312;11601;1;LINESTRING(677527.790999726 6595185.88299253,672823.531999842 6581844.01299416)
11272;12114;1;LINESTRING(669088.174999892 6586354.03699507,671203.747999869 6580630.59099461)
7667;7405;1;LINESTRING(663523.891999928 6612504.99299606,663871.87399993 6607633.58499603)
11319;10966;1;LINESTRING(667350.704999909 6590342.26599544,667147.841999922 6581532.60499556)
15128;16421;1;LINESTRING(675346.611999804 6577427.79099349,666307.788999939 6574388.35499581)
